supermarket,unit_price,unit,names,date,category,own_brand,ASDA_price,Morrisons_price,Tesco_price
Sains,30.8,kg,Kenco Gold Indulgence Instant Coffee,20240113,drinks,False,31.6,30.8,32.0
Sains,8.6,kg,Betty Crocker Peanut Butter Brownie Mix,20240113,free-from,False,8.6,,8.57
Sains,10.8,l,Lea & Perrins Worcestershire Sauce,20240113,food_cupboard,False,11.3,11.3,10.5
Sains,4.35,kg,Dolmio Lasagne Red Tomato Sauce,20240113,food_cupboard,False,3.7,5.0,3.6
Sains,11.45,l,Napolina Extra Virgin Olive Oil,20240113,food_cupboard,False,12.0,12.0,10.9
Sains,7.0,kg,Bonne Maman Peach Conserve,20240113,food_cupboard,False,9.2,,9.6
Sains,11.6,kg,Bisto Reduced Salt Gravy Granules,20240113,fresh_food,False,14.7,10.5,13.7
Sains,6.0,l,Robinsons Crushed Lime & Mint Fruit Cordial,20240113,drinks,False,6.0,6.0,6.0
Sains,10.89,kg,Dairylea Cheese Spread,20240113,free-from,False,10.93,,11.725
Sains,3.5,l,Coca-Cola Zero Sugar Cherry,20240113,free-from,False,1.3,1.6,2.15
Sains,15.0,kg,Cadbury Caramilk Golden Caramel Chocolate Bar,20240113,food_cupboard,False,15.0,20.3,13.633333333333333
Sains,11.1,kg,Sharwood's Fine Egg Noodles,20240113,food_cupboard,False,5.53,5.53,8.85
Sains,20.6,kg,Reese's Peanut Butter Creme Egg,20240113,food_cupboard,False,20.6,20.6,17.6
Sains,3.33,kg,Bakers Meaty Meals Adult Dry Dog Food Chicken,20240113,pets,False,2.87,3.49,2.87
Sains,5.6999999999999975,l,Naked Green Machine Super Smoothie,20240113,fresh_food,False,2.7,2.7,5.3
Sains,17.5,kg,Quorn Vegan Chicken Free Slices,20240113,fresh_food,False,21.9,,26.0
Sains,3.616666666666666,kg,Birds Eye Garden Peas,20240113,frozen,False,2.31,4.0,3.526666666666667
Sains,3.5,l,Pepsi Max Cherry No Sugar Cola Bottle,20240113,drinks,False,1.3,1.0,1.7666666666666666
Sains,11.0,kg,Walkers Salt & Vinegar Multipack Crisps,20240113,food_cupboard,False,13.3,14.7,13.0
Sains,17.2,l,Filippo Berio Mild & Light Olive Oil,20240113,food_cupboard,False,17.0,13.0,15.1
Sains,15.0,kg,Knorr Chicken Stock Cubes,20240113,food_cupboard,False,23.8,24.9,19.4
Sains,6.4,l,Heinz Seriously Good Light Mayonnaise,20240113,food_cupboard,False,,3.7,4.9
Sains,4.22,kg,Birds Eye Supersweet Sweetcorn,20240113,frozen,False,4.22,4.45,4.45
Sains,7.0,kg,Morliny Frankfurters,20240113,free-from,False,7.0,7.1,7.1
Sains,6.66,kg,Quorn Vegetarian Steak Strips,20240113,free-from,False,8.33,6.67,6.0
Sains,12.46,kg,Cadbury Dairy Milk Chocolate Bar,20240113,food_cupboard,False,12.3,12.2,12.3
Sains,7.06,kg,Betty Crocker Velvety Vanilla Cake Mix,20240113,food_cupboard,False,7.1,,7.1
Sains,7.06,kg,Betty Crocker Red Velvet Chocolate Cake Mix,20240113,food_cupboard,False,7.06,,
Sains,3.315,kg,McCain Crispy French Fries,20240113,frozen,False,3.07,2.77,3.315
Sains,10.433333333333334,kg,Walkers Classic Variety Multipack Crisps,20240113,food_cupboard,False,13.3,10.5,10.65
Sains,3.7,l,Ocean Spray Cranberry Classic Juice Drink,20240113,drinks,False,1.8,1.8,1.6
Sains,2.05,l,Fruit Shoot Summer Fruits Kids Juice Drink,20240113,drinks,False,2.2,1.6,2.35
Sains,0.45,unit,Maltesers Cake Bars,20240113,bakery,False,0.4,0.4,0.46
Sains,11.2,l,Haagen-Dazs Belgian Chocolate Ice Cream,20240113,food_cupboard,False,8.1,8.2,11.7
Sains,1.7,kg,Salaam Basmati Rice,20240113,food_cupboard,False,1.5,,2.2
Sains,11.6,kg,Bisto Reduced Salt Gravy Granules,20240113,food_cupboard,False,14.7,10.5,13.7
Sains,10.75,kg,Lurpak Unsalted Butter,20240113,free-from,False,10.75,,10.75
Sains,4.0,kg,Cofresh London Mix,20240113,free-from,False,4.6,4.7,3.0
Sains,33.835,l,Benylin Dry & Tickly Cough Syrup,20240113,health_products,False,35.0,32.7,33.35
Sains,4.3,kg,Heinz Lentil Soup,20240113,food_cupboard,False,4.2,4.2,4.2
Sains,8.5,l,Bottlegreen Elderflower Cordial,20240113,drinks,False,8.0,8.5,8.5
Sains,2.8,l,Tiger Energy Drink,20240113,free-from,False,2.6,3.2,2.6
Sains,7.6,l,Jimmy's Iced Coffee Mocha,20240113,free-from,False,7.3,4.0,7.3
Sains,13.0,kg,Bisto Best Pork Gravy Granules,20240113,food_cupboard,False,13.0,,17.8
Sains,2.5,kg,Heinz Lentil & Bacon Soup,20240113,food_cupboard,False,4.2,4.2,4.2
Sains,88.3,kg,Kiddylicious Banana & Pumpkin Melty Buttons,20240113,baby_products,False,,73.3,116.67
Sains,18.5,unit,Sterling Rolling Tobacco Essential,20240113,home,False,616.7,609.0,612.85
Sains,2.2,l,Relentless Origin Energy Drink,20240113,drinks,False,2.05,2.0,2.25
Sains,4.6,l,Lee Kum Kee Premium Dark Soy Sauce,20240113,free-from,False,9.3,9.9,7.3
Sains,18.4,unit,Colgate Total Advanced Deep Clean Toothpaste,20240113,health_products,False,66.7,33.4,59.35
Sains,35.0,kg,Cape Herb & Spice Rub Louisiana Cajun Seasoning,20240113,food_cupboard,False,25.0,,
Sains,3.5,l,Pepsi Max No Sugar Cola Bottle,20240113,fresh_food,False,3.1,1.0,1.7666666666666668
Sains,7.4,kg,Pukka Chicken & Bacon Slice,20240113,fresh_food,False,10.3,,10.3
Sains,5.7333333333333325,kg,Heinz Tomato Ketchup,20240113,food_cupboard,False,4.9,5.0,3.9
Sains,5.0,kg,Dolmio Pasta Bake Creamy Tomato Pasta Sauce,20240113,food_cupboard,False,3.5,,5.0
Sains,3.95,kg,Tilda Pure Basmati Rice,20240113,food_cupboard,False,4.0,2.6,4.375
Sains,12.0,l,Kikkoman Tamari Gluten Free Soy Sauce,20240113,food_cupboard,False,11.0,12.0,12.0
Sains,6.2,kg,Blue Dragon Satay Stir Fry Sauce,20240113,food_cupboard,False,7.9,7.92,7.9
Sains,22.5,kg,Felix Goody Bag Cat Treats Mixed Grill,20240113,pets,False,20.0,22.5,18.33
Sains,10.75,kg,Lurpak Slightly Salted Butter,20240113,fresh_food,False,10.75,,10.75
Sains,6.9,kg,Ginsters Chicken & Bacon Pasty,20240113,fresh_food,False,6.9,,10.8
Sains,22.0,l,Oust All Purpose Descaler,20240113,household,False,21.33,22.67,21.33
Sains,2.8666666666666667,l,Monster Energy Drink,20240113,drinks,False,2.4,2.5,3.25
Sains,1.2,l,Dr Pepper Zero,20240113,drinks,False,3.4,1.0,2.2
Sains,14.0,kg,Schar Gluten Free Jaffa Cakes,20240113,free-from,False,9.3,9.3,9.3
Sains,9.61,kg,Pukka Vegan Sausage Roll,20240113,free-from,False,13.5,,13.5
Sains,10.0,kg,Tilda Kids Sunshine Vegetable Rice,20240113,baby_products,False,10.0,10.0,10.0
Sains,20.5,kg,Felix Goody Bag Cat Treats Seaside Mix,20240113,pets,False,19.0,22.5,15.415
Sains,3.1,l,Schweppes Slimline Tonic Water,20240113,drinks,False,1.7,3.1,2.45
Sains,13.283333333333333,kg,Paxo Sage & Onion Stuffing Mix,20240113,food_cupboard,False,15.88,15.88,12.7
Sains,10.000000000000002,kg,Quaker Oat So Simple Original Porridge Sachets,20240113,food_cupboard,False,13.0,,13.0
Sains,5.565,kg,Heinz Macaroni Cheese,20240113,food_cupboard,False,7.0,4.98,5.0
Sains,17.5,kg,Peperami Pizza Buns Original,20240113,fresh_food,False,14.1,,17.2
Sains,5.6999999999999975,l,Naked Blue Machine Super Smoothie,20240113,drinks,False,2.7,2.7,5.3
Sains,2.1666666666666665,kg,Laila Basmati Rice,20240113,food_cupboard,False,1.35,1.4,2.1666666666666665
Sains,11.0,kg,Bonne Maman Hazelnut Chocolate Spread,20240113,food_cupboard,False,12.0,,13.0
Sains,7.6,l,Jimmy's Iced Coffee Original,20240113,fresh_food,False,7.3,,
Sains,3.75,l,Shaken Udder Chocolush Milkshake,20240113,drinks,False,3.3,3.27,4.8
Sains,2.08,l,Fanta Orange,20240113,drinks,False,1.0,1.4,1.95
Sains,6.2,kg,Blue Dragon Black Bean Stir Fry Sauce,20240113,free-from,False,7.9,7.9,7.9
Sains,6.0,kg,Dorset Cereals Oat Granola Breakfast Cereal,20240113,free-from,False,7.9,,8.0
Sains,7.5,kg,Betty Crocker Vanilla Buttercream Style Icing,20240113,food_cupboard,False,7.5,,7.5
Sains,150.0,kg,Metanium Nappy Rash Ointment,20240113,baby_products,False,155.0,,155.0
Sains,8.3,kg,Pukka Beef Pasty,20240113,fresh_food,False,8.3,,8.3
Sains,13.33,l,Mr Muscle Oven Cleaner,20240113,household,False,13.33,13.33,10.0
Sains,66.0,l,Bulldog Sensitive Moisturiser,20240113,health_products,False,66.0,,70.0
Sains,35.0,kg,Kenco Smooth Instant Coffee,20240113,drinks,False,30.0,30.0,31.2
Sains,69.0,kg,Deep Heat Muscle Rescue Heat Spray,20240113,health_products,False,69.0,,81.4
Sains,13.0,kg,Bisto Best Lamb Gravy Granules,20240113,food_cupboard,False,13.0,,
Sains,11.1,l,Ben & Jerry's Caramel Chew Chew Ice Cream Tub,20240113,frozen,False,11.1,11.8,11.2
Sains,6.0,l,Robinsons Pressed Pear & Elderflower Fruit Cordial,20240113,drinks,False,6.0,6.0,6.0
Sains,11.5,kg,Walkers Salt & Shake Multipack Crisps,20240113,food_cupboard,False,13.9,15.3,
Sains,16.7,kg,Quaker Oat So Simple Golden Syrup Porridge Pot,20240113,food_cupboard,False,22.6,22.6,22.8
Sains,7.7,kg,Whole Earth Smooth Peanut Butter,20240113,food_cupboard,False,5.5,,8.35
Sains,35.30000000000001,kg,Sudocrem Antiseptic Healing Cream,20240113,health_products,False,23.8,28.0,38.66666666666666
Sains,6.2,kg,Blue Dragon Chow Mein Stir Fry Sauce,20240113,fresh_food,False,7.9,7.9,7.9
Sains,10.0,l,Bulldog Skincare Original Shower Gel,20240113,health_products,False,10.0,,10.7
Sains,11.0,kg,Walkers Ready Salted Multipack Crisps,20240113,food_cupboard,False,13.3,14.7,11.75
Sains,21.1,kg,Quaker Oat So Simple Original Porridge Pot,20240113,food_cupboard,False,28.7,28.7,28.9
Sains,1.3,l,Schweppes Lemonade,20240113,drinks,False,0.7,1.3,3.7
Sains,7.7,kg,Whole Earth Smooth Peanut Butter,20240113,fresh_food,False,5.5,,8.35
Sains,20.0,kg,Peperami Chorizo,20240113,fresh_food,False,22.5,,30.0
Sains,403.3,kg,Canescool Soothing Cream Gel,20240113,health_products,False,400.0,400.0,400.0
Sains,7.0,kg,Ocean Spray Smooth Cranberry Sauce,20240113,food_cupboard,False,7.0,,
Sains,8.3,kg,Pek Chopped Pork,20240113,food_cupboard,False,7.7,,7.7
Sains,13.3,kg,Prymat Chicken Seasoning,20240113,food_cupboard,False,13.0,13.0,13.0
Sains,17.2,l,Filippo Berio Extra Virgin Olive Oil,20240113,food_cupboard,False,17.0,17.2,14.033333333333333
Sains,13.5,kg,Blue Dragon Thai Red Curry Paste,20240113,food_cupboard,False,13.5,13.5,13.5
Sains,5.6999999999999975,l,Naked Green Machine Super Smoothie,20240113,drinks,False,2.7,2.7,5.3
Sains,5.9,kg,Ambrosia Light Rice Pudding,20240113,free-from,False,5.0,5.0,6.3
Sains,7.5,kg,Fullgreen Riced Cauliflower & Broccoli,20240113,food_cupboard,False,5.0,7.5,10.0
Sains,7.2,l,Yakult Balance,20240113,fresh_food,False,7.1,5.6,7.1
Sains,2.55,l,Monster Energy Zero Sugar,20240113,drinks,False,3.4,2.3,3.0
Sains,11.2,kg,Cadbury Dairy Milk Whole Nut Chocolate Bar,20240113,food_cupboard,False,11.2,11.1,11.1
Sains,19.67,kg,Saint Agur Blue Cheese,20240113,fresh_food,False,,,20.0
Sains,2.5,unit,Cherry Blossom Shoe Polish Black,20240113,household,False,43.75,50.0,31.2
Sains,11.0,kg,Colman's Seafood Sauce,20240113,food_cupboard,False,7.7,11.0,11.0
Sains,4.6,kg,Dolmio Lasagne Creamy White Sauce,20240113,food_cupboard,False,3.7,5.3,4.55
Sains,6.466666666666666,l,Heinz Seriously Good Mayonnaise,20240113,food_cupboard,False,,3.9,4.4
Sains,2.8,kg,Onken Natural Set Yogurt,20240113,fresh_food,False,2.5,,3.2
Sains,5.166666666666667,l,Red Bull Energy Drink,20240113,fresh_food,False,4.3,3.2,4.75
Sains,15.0,kg,Lavazza Qualita Rossa Coffee Beans,20240113,drinks,False,15.6,,15.7
Sains,5.7,kg,Loyd Grossman Tomato & Chilli Pasta Sauce,20240113,food_cupboard,False,6.8,8.5,7.15
Sains,2.5,kg,Ambrosia Devon Custard,20240113,food_cupboard,False,2.5,6.3,4.2
Sains,3.3,l,Innocent Apple Juice,20240113,drinks,False,2.2,2.2,3.15
Sains,20.200000000000006,kg,Properchips Barbecue Lentil Chips,20240113,food_cupboard,False,27.1,23.5,50.0
Sains,6.0,kg,Kellogg's Special K Oats & Honey Cereal,20240113,food_cupboard,False,7.8,5.9,7.9
Sains,8.0,kg,Anchor Salted Butter,20240113,fresh_food,False,8.0,,10.0
Sains,7.1,kg,Betty Crocker Tempting Chocolate Cake Mix,20240113,food_cupboard,False,7.06,,13.3
Sains,12.2,kg,Pringles Original Sharing Crisps,20240113,food_cupboard,False,12.2,,11.7
Sains,7.1,kg,Swizzels Luscious Lollies,20240113,food_cupboard,False,7.7,6.5,5.7
Sains,12.8,kg,Jordans Frusli Juicy Red Berry Chewy Cereal Bars,20240113,food_cupboard,False,6.4,8.3,11.1
Sains,6.466666666666666,kg,Heinz Seriously Good Mayonnaise,20240113,food_cupboard,False,,3.9,4.4
Sains,10.5,kg,Bisto Vegetable Gravy Granules,20240113,food_cupboard,False,14.7,,16.3
Sains,9.3,kg,Pukka Minced Beef & Onion Pie,20240113,fresh_food,False,7.0,,2.0
Sains,35.0,kg,Kenco Smooth Instant Coffee,20240113,food_cupboard,False,30.0,30.0,31.2
Sains,2.45,l,Fanta Fruit Twist,20240113,drinks,False,1.0,1.0,2.2
Sains,9.7,kg,Bonne Maman Black Cherry Conserve,20240113,food_cupboard,False,9.7,,9.7
Sains,35.0,kg,Kenco Rich Instant Coffee,20240113,food_cupboard,False,30.0,,31.2
Sains,8.9,kg,Dr. Oetker Liquid Glucose,20240113,food_cupboard,False,15.4,15.4,15.4
Sains,160.0,l,Durex Play Silicone Based Perfect Glide Lubricant Gel,20240113,health_products,False,215.0,210.0,215.0
Sains,11.7,l,Blue Dragon Fish Sauce,20240113,food_cupboard,False,11.7,11.7,11.7
Sains,12.2,kg,Pringles Cheese & Onion Sharing Crisps,20240113,food_cupboard,False,12.2,12.2,12.2
Sains,4.125,kg,Birds Eye Petits Pois,20240113,frozen,False,,4.57,3.8
Sains,6.7,kg,Pip & Nut Smooth Peanut Butter,20240113,food_cupboard,False,6.3,6.7,10.3
Sains,4.3,l,Tropicana Pure Orange & Mango Fruit Juice,20240113,drinks,False,2.3,2.3,2.7
Sains,1.3,l,San Pellegrino Sparkling Natural Mineral Water,20240113,drinks,False,1.4,1.1,1.866666666666667
Sains,3.1,l,Schweppes Pink Soda,20240113,drinks,False,1.7,1.9,1.8
Sains,3.5,l,Pepsi Max Lime No Sugar Cola Bottle,20240113,drinks,False,1.3,1.0,1.7666666666666666
Sains,10.2,kg,French's Classic Yellow Mustard,20240113,food_cupboard,False,,10.2,7.2
Sains,7.5,kg,Betty Crocker Chocolate Fudge Icing,20240113,food_cupboard,False,7.5,,7.5
Sains,11.0,kg,Walkers Smoky Bacon Multipack Crisps,20240113,food_cupboard,False,13.3,14.7,13.0
Sains,5.5,kg,Arla Protein Strawberry Yogurt,20240113,fresh_food,False,5.5,,6.2
Sains,8.9,kg,Bonne Maman Raspberry Conserve,20240113,food_cupboard,False,9.7,9.7,9.6
Sains,26.2,kg,Urban Fruit Gently Baked Mango,20240113,food_cupboard,False,24.3,,29.0
Sains,2.85,l,Coca-Cola Cherry,20240113,fresh_food,False,3.7,1.4,1.7
Sains,3.6,kg,Dolmio Bolognese Smooth Tomato Pasta Sauce,20240113,food_cupboard,False,3.7,5.0,5.0
Sains,6.7,kg,Aunt Bessie's Jam Roly Poly,20240113,free-from,False,6.3,8.3,6.7
Sains,39.3,kg,Nescafe Azera Americano Instant Coffee,20240113,drinks,False,38.9,,52.1
Sains,4.0,kg,Cofresh Gujarati Mix,20240113,free-from,False,4.6,4.7,3.0
Sains,10.0,kg,Betty Crocker Chocolate Chip Cookie Mix,20240113,food_cupboard,False,10.0,,10.0
Sains,7.1,kg,Betty Crocker Zesty Lemon Cake Mix,20240113,food_cupboard,False,7.06,,7.1
Sains,3.3,l,Innocent Tropical Juice,20240113,fresh_food,False,2.2,2.2,3.15
Sains,8.9,kg,Bonne Maman Strawberry Conserve,20240113,food_cupboard,False,9.2,20.0,9.6
Sains,6.2,kg,Blue Dragon Sweet & Sour Stir Fry Sauce,20240113,food_cupboard,False,7.9,7.9,7.9
Sains,3.1,l,Schweppes Tonic Water,20240113,drinks,False,1.7,3.1,2.45
Sains,4.0,l,Black Sheep Ale,20240113,drinks,False,3.8,3.13,4.0
Sains,2.52,l,Coors,20240113,drinks,False,2.53,2.56,2.455
Sains,5.3,kg,Maggi Authentic Indian Tamarind Sauce,20240113,free-from,False,5.3,4.1,5.3
Sains,13.2,kg,M&M's Milk Chocolate Bites Pouch Bag,20240113,food_cupboard,False,12.0,14.8,11.9
Sains,13.1,kg,Maille Wholegrain Mustard,20240113,food_cupboard,False,,,13.1
Sains,12.8,kg,Ginsters Philly Cheese Steak Bake,20240113,fresh_food,False,,,12.8
Sains,11.5,kg,Ginsters Peppered Steak Slice,20240113,fresh_food,False,11.5,,11.5
Sains,14.25,kg,Yeo Valley Organic Salted Butter,20240113,fresh_food,False,11.0,,12.0
Sains,5.0,kg,Yeo Valley Organic Strawberry Yogurt,20240113,fresh_food,False,4.3,,5.7
Sains,3.2750000000000004,l,Coca-Cola Original Taste,20240113,fresh_food,False,2.1,3.4,3.128571428571429
Sains,7.4,kg,Pukka All Day Breakfast Slice,20240113,fresh_food,False,10.3,,
Sains,2.4,l,Relentless Raspberry Zero Energy Drink,20240113,drinks,False,2.5,2.0,2.5
Sains,11.43,kg,Goodfella's Gluten Free Margherita Pizza,20240113,free-from,False,12.2,12.2,11.43
Sains,2.5,kg,Heinz Oxtail Soup,20240113,food_cupboard,False,4.2,4.2,4.2
Sains,3.5,kg,Dolmio Bolognese Chunky Mushroom Pasta Sauce,20240113,food_cupboard,False,3.5,5.0,5.0
Sains,6.2,kg,Blue Dragon Hoisin & Garlic Stir Fry Sauce,20240113,food_cupboard,False,7.9,7.9,7.9
Sains,35.30000000000001,kg,Sudocrem Antiseptic Healing Cream,20240113,baby_products,False,23.8,28.0,38.66666666666666
Sains,15.5,kg,Rustlers All Day Breakfast Pancake Stack,20240113,fresh_food,False,13.95,,14.34
Sains,10.0,kg,Deliciously Ella Nutty Granola,20240113,free-from,False,7.9,7.6,10.0
Sains,11.0,kg,Walkers Roast Chicken Multipack Crisps,20240113,food_cupboard,False,13.3,14.7,13.0
Sains,1.88,kg,Heinz Spaghetti Hoops in Tomato Sauce,20240113,food_cupboard,False,4.39,4.39,3.35
Sains,6.4,kg,Heinz Seriously Good Light Mayonnaise,20240113,food_cupboard,False,,3.7,4.9
Sains,8.5,kg,Maynards Bassetts Wine Gums,20240113,food_cupboard,False,7.6,9.1,9.1
Sains,11.5,kg,Ginsters Chicken & Mushroom Slice,20240113,fresh_food,False,11.5,,11.5
Sains,11.5,kg,Ginsters Chicken Tikka Slice,20240113,fresh_food,False,11.5,,11.5
Sains,2.2,l,Tropicana Pressed Apple Fruit Juice,20240113,drinks,False,2.8,,2.7
Sains,14.63,l,Barossa Ink Shiraz,20240113,drinks,False,146.63,,14.63
Sains,25.0,l,Covonia Dry & Tickly Cough Linctus,20240113,health_products,False,20.0,31.7,26.65
Sains,11.0,kg,Walkers Cheese & Onion Multipack Crisps,20240113,food_cupboard,False,13.3,14.7,11.75
Sains,3.3,kg,Heinz Vegetable Soup,20240113,food_cupboard,False,4.2,4.2,4.2
Sains,10.89,kg,Dairylea Cheese Spread,20240113,fresh_food,False,10.93,,11.725
Sains,33.33,kg,Squeaky Bean Spanish Chorizo Style Slices,20240113,fresh_food,False,26.11,,31.67
Sains,9.1,kg,Maynards Bassetts Jelly Babies,20240113,food_cupboard,False,7.6,9.1,9.1
Sains,9.7,kg,Rustlers All Day Breakfast Sausage Muffin,20240113,fresh_food,False,8.06,,11.94
Sains,1.67,kg,Batchelors Original Mushy Peas,20240113,food_cupboard,False,1.94,2.67,1.97
Sains,10.5,kg,Bisto Onion Gravy Granules,20240113,food_cupboard,False,13.3,10.5,16.3
Sains,4.3,kg,Heinz French Onion Soup,20240113,food_cupboard,False,4.2,4.2,4.2
Sains,4.3,kg,Heinz Broccoli & Stilton Soup,20240113,food_cupboard,False,4.2,4.2,4.2
Sains,20.5,kg,Felix Goody Bag Cat Treats Original Mix,20240113,pets,False,19.0,22.5,18.33
Sains,119.2,l,Nizoral Anti-Dandruff Shampoo,20240113,health_products,False,,108.3,116.7
Sains,12.2,kg,Pringles Sour Cream & Onion Sharing Crisps,20240113,food_cupboard,False,12.2,12.2,11.7
Sains,3.33,kg,Bakers Meaty Meals Adult Dry Dog Food Beef,20240113,pets,False,4.08,3.49,2.87
Sains,4.25,unit,Cherry Blossom Shoe Care Brush Set,20240113,household,False,4.5,4.5,4.2
Sains,4.3,kg,Heinz Spicy Parsnip Soup,20240113,food_cupboard,False,4.2,4.2,4.2
Sains,9.2,l,Bombay Sapphire Gin & Tonic,20240113,drinks,False,10.0,10.0,9.6
Sains,18.4,l,Colgate Total Advanced Deep Clean Toothpaste,20240113,health_products,False,66.7,33.4,59.35
Sains,12.2,kg,Pringles Paprika Sharing Crisps,20240113,food_cupboard,False,12.2,12.2,12.2
Sains,11.2,kg,Cadbury Dairy Milk Caramel Chocolate Bar,20240113,food_cupboard,False,11.2,11.3,10.8
Sains,9.0,kg,HP Brown Sauce,20240113,food_cupboard,False,6.5,5.8,5.8
Sains,5.565,kg,Heinz Spaghetti Bolognese,20240113,food_cupboard,False,7.0,6.95,5.0
Sains,7.5,l,Johnson's Soothing Vapour Bath,20240113,baby_products,False,,5.7,8.8
Sains,320.0,l,Sudafed Blocked Nose Spray,20240113,health_products,False,333.3,366.7,320.0
Sains,8.1,l,Haagen-Dazs Strawberry Cheesecake Ice Cream,20240113,frozen,False,11.6,11.7,11.7
Sains,15.4,kg,Very Lazy Cajun Paste,20240113,food_cupboard,False,13.0,11.5,15.0
Sains,11.0,kg,Walkers Prawn Cocktail Multipack Crisps,20240113,food_cupboard,False,13.3,14.7,13.0
Sains,2.5,l,Monster Energy Drink Pacific Punch,20240113,drinks,False,3.6,2.5,
Sains,8.9,kg,Bonne Maman Apricot Conserve,20240113,food_cupboard,False,9.2,,9.6
Sains,18.4,kg,Wagamama Katsu Curry Meal Kit,20240113,food_cupboard,False,11.3,,18.42
Sains,12.2,kg,Pringles Prawn Cocktail Sharing Crisps,20240113,food_cupboard,False,12.2,12.2,12.2
Sains,0.5,l,Buxton Still Natural Mineral Water,20240113,drinks,False,1.4,0.5,0.7
Sains,20.0,kg,Peperami Firestick,20240113,free-from,False,22.5,,30.0
Sains,7.4,kg,Pukka Steak Slice,20240113,fresh_food,False,10.3,,10.3
Sains,12.2,kg,Pringles Salt & Vinegar Sharing Crisps,20240113,food_cupboard,False,12.2,12.2,11.7
Sains,4.3,kg,Heinz Spring Vegetable Soup,20240113,food_cupboard,False,4.2,,4.2
Sains,1.7,l,Pepsi Max Lime No Sugar Cola Cans,20240113,drinks,False,1.5,1.1,1.5
Sains,7.4,kg,Pukka Pepperoni Pizza Slice,20240113,fresh_food,False,10.3,,10.3
Sains,12.2,kg,Pringles Smokey Bacon Sharing Crisps,20240113,food_cupboard,False,12.2,,12.2
Sains,1.0,kg,Elephant Atta Medium Chapatti Flour,20240113,food_cupboard,False,1.67,0.7,0.97
Sains,15.0,kg,Knorr Beef Stock Cubes,20240113,food_cupboard,False,23.8,,23.8
Sains,9.8,kg,Walkers Meaty Variety Multipack Crisps,20240113,food_cupboard,False,10.5,10.5,10.5
Sains,4.5,kg,Rajah Haldi Ground Turmeric,20240113,food_cupboard,False,8.0,10.0,5.0
Sains,11.8,kg,Colman's Tartare Sauce,20240113,food_cupboard,False,8.3,11.8,11.8
Sains,4.3,kg,Heinz Minestrone Soup,20240113,food_cupboard,False,4.2,4.2,4.2
Sains,9.7,kg,Bonne Maman Wild Blueberry Conserve,20240113,food_cupboard,False,9.7,,9.7
Sains,13.283333333333333,kg,Paxo Sage & Onion Stuffing Mix,20240112,fresh_food,False,15.88,,12.7
Sains,6.2,kg,Blue Dragon Sweet Chilli & Garlic Stir Fry Sauce,20240112,fresh_food,False,7.9,,7.9
Sains,5.95,kg,Pukka Vegan Chicken & Mushroom Pie,20240112,fresh_food,False,9.5,9.5,9.5
Sains,10.75,kg,Lurpak Unsalted Butter,20240112,free-from,False,10.75,8.5,10.75
Sains,6.75,kg,Pip & Nut Crunchy Peanut Butter,20240112,food_cupboard,False,7.0,,10.3
Sains,17.2,l,Filippo Berio Mild & Light Olive Oil,20240112,food_cupboard,False,17.0,13.0,15.1
Sains,35.30000000000001,kg,Sudocrem Antiseptic Healing Cream,20240112,baby_products,False,23.8,28.0,38.66666666666666
Sains,1.3,l,Schweppes Slimline Lemonade,20240112,drinks,False,0.7,0.7,0.7
Sains,5.166666666666667,l,Red Bull Energy Drink,20240112,drinks,False,4.3,5.1,4.8
